City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,albany,42.6001,-73.9662,39.94,75,92,1.01,US,1675711222
1,zaliztsi,49.7919,25.373,14.9,94,45,6.44,UA,1675711245
2,busselton,-33.65,115.3333,66.85,78,84,12.08,AU,1675711245
3,newport,51.5877,-2.9984,43.68,87,53,2.28,GB,1675711145
4,ushuaia,-54.8,-68.3,56.86,62,75,18.41,AR,1675711246
5,padang,-0.9492,100.3543,76.6,75,100,4.41,ID,1675711001
6,hailar,49.2,119.7,-14.94,100,82,5.1,CN,1675711248
7,kapaa,22.0752,-159.319,77.32,85,40,17.27,US,1675711251
8,port lincoln,-34.7333,135.8667,62.2,85,0,14.79,AU,1675711252
9,punta arenas,-53.15,-70.9167,64.51,48,40,29.93,CL,1675711086
10,saskylakh,71.9167,114.0833,-20.97,99,99,3.94,RU,1675711253
11,mwense,-10.3845,28.698,67.06,92,100,2.19,ZM,1675711253
12,east london,-33.0153,27.9116,76.98,82,100,20.85,ZA,1675711254
13,cidreira,-30.1811,-50.2056,77.85,65,29,9.98,BR,1675711254
14,rikitea,-23.1203,-134.9692,78.44,74,7,6.8,PF,1675711061
15,tomohon,1.3346,124.8392,67.14,90,100,1.01,ID,1675711255
16,castro,-24.7911,-50.0119,79.65,49,14,4.29,BR,1675711256
17,la grande,45.3246,-118.0877,40.73,68,100,3.78,US,1675711256
18,mataura,-46.1927,168.8643,60.35,57,77,9.17,NZ,1675711256
19,port hawkesbury,45.6169,-61.3485,41.18,95,100,6.91,CA,1675711257
20,sur,22.5667,59.5289,71.29,63,45,3.62,OM,1675711257
21,atuona,-9.8,-139.0333,78.44,73,0,14.83,PF,1675711258
22,torbay,47.6666,-52.7314,39.38,95,100,12.66,CA,1675711258
23,smithers,54.7804,-127.1743,39.52,87,100,13.8,CA,1675711258
24,kieta,-6.2167,155.6333,75.54,95,100,5.21,PG,1675711259
25,dakar,14.6937,-17.4441,74.28,70,18,22.82,SN,1675710900
26,cape town,-33.9258,18.4232,76.12,83,20,12.66,ZA,1675711241
27,nikolskoye,59.7035,30.7861,28.29,95,98,4.68,RU,1675711259
28,lagos,6.5833,3.75,80.83,83,100,7.61,NG,1675710855
29,butaritari,3.0707,172.7902,80.44,82,42,18.45,KI,1675711260
30,monrovia,6.3005,-10.7969,80.37,84,90,11.16,LR,1675711260
31,petropavlovsk-kamchatskiy,53.0452,158.6483,5.59,72,75,8.95,RU,1675711016
32,nola,40.922,14.5329,39.4,69,100,8.7,IT,1675711261
33,ixtapa,20.7,-105.2,78.03,44,0,8.05,MX,1675711262
34,namibe,-15.1961,12.1522,71.58,79,99,7.9,AO,1675710994
35,upernavik,72.7868,-56.1549,-10.05,94,100,9.28,GL,1675711267
36,vaini,-21.2,-175.2,78.73,73,100,2.35,TO,1675711269
37,saint george,37.1041,-113.5841,49.42,54,0,5.75,US,1675711012
38,hermanus,-34.4187,19.2345,72.81,86,19,11.72,ZA,1675711273
39,ayan,56.45,138.1667,-16.28,79,54,9.19,RU,1675711275
40,yellowknife,62.456,-114.3525,-12.48,77,20,4.61,CA,1675711143
41,barrow,71.2906,-156.7887,-7.58,77,100,3.44,US,1675711280
42,coaticook,45.1334,-71.7991,28.17,86,100,8.21,CA,1675711281
43,lompoc,34.6391,-120.4579,64.02,62,0,21.99,US,1675711043
44,poum,-20.2333,164.0167,81.25,82,100,16.37,NC,1675711282
45,victoria,22.2855,114.1577,68.95,90,100,8.01,HK,1675711232
46,hilo,19.7297,-155.09,72.1,99,100,5.75,US,1675710777
47,arraial do cabo,-22.9661,-42.0278,85.86,58,40,9.22,BR,1675711284
48,hobart,-42.8794,147.3294,54.05,81,20,3.44,AU,1675711207
49,zyryanka,65.75,150.85,-26.91,99,100,2.64,RU,1675711286
50,sinjar,36.3209,41.8754,46.8,69,65,14.45,IQ,1675711287
51,pimentel,-6.8367,-79.9342,84.49,54,0,13.8,PE,1675711291
52,atar,20.5169,-13.0499,70.52,19,0,11.88,MR,1675711292
53,ostrovnoy,68.0531,39.5131,23.5,96,100,11.14,RU,1675711292
54,zaterechnyy,44.7931,45.2097,29.88,88,100,13.67,RU,1675711294
55,anadyr,64.75,177.4833,-15.52,75,75,13.42,RU,1675711294
56,bilma,18.6853,12.9164,69.46,13,70,10.04,NE,1675711295
57,kidal,18.4411,1.4078,83.14,11,21,9.98,ML,1675711295
58,ahipara,-35.1667,173.1667,64.15,86,22,6.44,NZ,1675711296
59,kalmunai,7.4167,81.8167,76.06,89,99,5.88,LK,1675711296
60,hami,42.8,93.45,33.31,41,100,3.96,CN,1675711297
61,husavik,66.0449,-17.3389,30.52,74,44,18.37,IS,1675711074
62,altea,38.5989,-0.0514,50.79,77,100,16.17,ES,1675711299
63,black river,18.0264,-77.8487,83.62,59,29,7.94,JM,1675711299
64,narsaq,60.9167,-46.05,8.82,67,80,8.05,GL,1675711300
65,barcelos,41.5388,-8.6151,57.34,58,0,4.68,PT,1675711069
66,los llanos de aridane,28.6585,-17.9182,60.55,77,40,19.57,ES,1675711300
67,bluff,-46.6,168.3333,60.42,73,88,17.87,NZ,1675711301
